1427360400	24.41	
1427364000	24.46	
1427367600	24.61	
1427371200	25.39	
1427374800	27.13	
1427378400	28.93	
1427382000	30.40	
1427385600	32.68	
1427389200	34.42	
1427392800	36.13	
1427396400	37.77	
1427400000	37.87	
1427403600	36.81	
1427407200	34.50	
1427410800	31.73	
1427414400	28.83	
1427418000	27.34	
1427421600	26.35	
1427425200	25.51	
1427428800	24.48	
1427432400	23.97	
1427436000	23.77	
1427439600	23.15	
1427443200	22.36	
1427446800	21.83	
1427450400	21.41	
1427454000	21.59	
1427457600	23.05	
1427461200	26.92	
1427464800	32.09	
1427468400	36.78	
1427472000	40.12	
1427475600	41.94	
1427479200	42.99	
1427482800	43.65	
1427486400	42.87	
1427490000	40.88	
1427493600	38.10	
1427497200	34.46	
1427500800	31.71	
1427504400	30.20	
1427508000	28.82	
1427511600	27.45	
1427515200	26.24	
1427518800	25.19	
1427522400	24.22	
1427526000	23.42	
1427529600	22.82	
1427533200	22.32	
1427536800	21.90	
1427540400	22.10	
1427544000	24.73	
1427547600	29.18	
1427551200	34.19	
1427554800	38.62	
1427558400	42.00	
1427562000	44.23	
1427565600	45.42	
1427569200	45.46	
1427572800	44.47	
1427576400	42.55	
1427580000	39.79	
1427583600	36.50	
1427587200	33.43	
1427590800	31.16	
1427594400	29.81	
1427598000	28.90	
1427601600	27.95	
1427605200	26.42	
1427608800	25.09	
1427612400	24.07	
1427616000	23.30	
1427619600	22.62	
1427623200	22.06	
1427626800	22.32	
1427630400	25.10	
1427634000	29.87	
1427637600	35.20	
1427641200	39.82	
1427644800	43.65	
1427648400	45.34	
1427652000	45.60	
1427655600	44.59	
1427659200	42.64	
1427662800	40.36	
1427666400	37.68	
1427670000	35.18	
1427673600	33.47	
1427677200	32.25	
1427680800	30.58	
1427684400	29.45	
1427688000	29.04	
1427691600	28.63	
1427695200	28.12	
1427698800	27.34	
1427702400	26.36	
1427706000	25.34	
1427709600	24.50	
1427713200	24.11	
1427716800	24.92	
1427720400	27.30	
1427724000	30.81	
1427727600	34.19	
1427731200	35.86	
1427734800	36.25	
1427738400	35.99	
1427742000	35.78	
1427745600	35.37	
1427749200	33.67	
1427752800	31.80	
1427756400	29.68	
1427760000	27.87	
1427763600	26.39	
1427767200	24.66	
1427770800	23.20	
1427774400	22.17	
1427778000	21.29	
1427781600	20.27	
1427785200	19.50	
1427788800	18.78	
1427792400	18.21	
1427796000	17.79	
1427799600	18.23	
1427803200	20.80	
1427806800	25.41	
1427810400	30.92	
1427814000	35.64	
1427817600	38.19	
1427821200	39.56	
1427824800	40.77	
1427828400	41.43	
1427832000	40.48	
1427835600	38.59	
1427839200	36.12	
1427842800	33.76	
1427846400	31.90	
1427850000	30.36	
1427853600	28.56	
1427857200	26.76	
1427860800	25.18	
1427864400	23.81	
1427868000	22.70	
1427871600	21.75	
1427875200	21.00	
1427878800	20.43	
1427882400	19.98	
1427886000	20.20	
1427889600	22.74	
1427893200	27.37	
1427896800	32.17	
1427900400	36.24	
1427904000	39.79	
1427907600	42.86	
1427911200	44.95	
1427914800	46.13	
1427918400	45.48	
1427922000	43.70	
1427925600	40.85	
1427929200	37.40	
1427932800	34.72	
1427936400	32.63	
1427940000	31.00	
1427943600	29.40	
1427947200	27.98	
1427950800	26.25	
1427954400	24.62	
1427958000	23.50	
1427961600	22.92	
1427965200	22.32	
1427968800	21.50	
1427972400	21.41	
1427976000	24.14	
1427979600	28.80	
1427983200	33.64	
1427986800	38.20	
1427990400	41.62	
1427994000	44.27	
1427997600	46.55	
1428001200	47.10	
1428004800	45.86	
1428008400	43.88	
1428012000	41.05	
1428015600	37.91	
1428019200	35.30	
1428022800	33.21	
1428026400	31.11	
1428030000	30.07	
1428033600	29.22	
1428037200	27.95	
1428040800	26.48	
1428044400	25.03	
1428048000	23.96	
1428051600	22.90	
1428055200	21.76	
1428058800	21.78	
1428062400	24.30	
1428066000	28.44	
1428069600	33.58	
1428073200	37.23	
1428076800	39.71	
1428080400	41.24	
1428084000	41.96	
1428087600	41.79	
1428091200	40.99	
1428094800	39.49	
1428098400	37.25	
1428102000	34.69	
1428105600	32.45	
1428109200	30.66	
1428112800	29.44	
1428116400	27.88	
1428120000	26.61	
1428123600	25.51	
1428127200	24.53	
1428130800	23.77	
1428134400	23.15	
1428138000	22.41	
1428141600	21.69	
1428145200	21.68	
1428148800	23.99	
1428152400	28.15	
1428156000	33.05	
1428159600	37.68	
1428163200	41.15	
1428166800	42.83	
1428170400	43.50	
1428174000	43.48	
1428177600	42.51	
1428181200	40.36	
1428184800	37.74	
1428188400	35.22	
1428192000	33.08	
1428195600	30.88	
1428199200	28.94	
1428202800	27.45	
1428206400	27.20	
1428210000	27.07	
1428213600	26.31	
1428217200	25.59	
1428220800	25.09	
1428224400	24.72	
1428228000	24.92	
1428231600	25.49	
1428235200	26.36	
1428238800	28.10	
1428242400	31.99	
1428246000	35.49	
1428249600	36.77	
1428253200	37.11	
1428256800	35.95	
1428260400	34.83	
1428264000	33.74	
1428267600	32.67	
1428271200	31.65	
1428274800	30.48	
1428278400	29.64	
1428282000	28.97	
1428285600	28.52	
1428289200	28.27	
1428292800	27.91	
1428296400	27.72	
1428300000	27.03	
1428303600	25.48	
1428307200	24.50	
1428310800	25.02	
1428314400	25.25	
1428318000	25.02	
1428321600	25.80	
1428325200	27.74	
1428328800	30.54	
1428332400	33.52	
1428336000	35.86	
1428339600	37.81	
1428343200	38.80	
1428346800	39.63	
1428350400	39.05	
1428354000	37.87	
1428357600	35.76	
1428361200	33.94	
1428364800	32.75	
1428368400	31.72	
1428372000	30.84	
1428375600	30.47	
1428379200	30.22	
1428382800	29.94	
1428386400	29.71	
1428390000	29.21	
1428393600	27.93	
1428397200	26.58	
1428400800	25.29	
1428404400	24.16	
1428408000	24.24	
1428411600	25.97	
1428415200	29.63	
1428418800	34.30	
1428422400	38.56	
1428426000	41.84	
1428429600	43.27	
1428433200	43.21	
1428436800	41.95	
1428440400	39.90	
1428444000	37.23	
1428447600	34.01	
1428451200	31.39	
1428454800	29.69	
1428458400	28.76	
1428462000	28.06	
1428465600	27.30	
1428469200	26.13	
1428472800	25.18	
1428476400	25.11	
1428480000	25.33	
1428483600	24.64	
1428487200	23.57	
1428490800	23.14	
1428494400	25.33	
1428498000	28.22	
1428501600	31.26	
1428505200	35.41	
1428508800	38.35	
1428512400	40.21	
1428516000	41.38	
1428519600	41.71	
1428523200	40.89	
1428526800	39.39	
1428530400	37.12	
1428534000	34.79	
1428537600	32.83	
1428541200	31.30	
1428544800	30.19	
1428548400	29.18	
1428552000	28.08	
1428555600	27.05	
1428559200	26.10	
1428562800	25.28	
1428566400	24.95	
1428570000	24.35	
1428573600	24.54	
1428577200	25.63	
1428580800	26.97	
1428584400	29.52	
1428588000	32.76	
1428591600	36.70	
1428595200	39.87	
1428598800	41.54	
1428602400	42.07	
1428606000	42.35	
1428609600	41.84	
1428613200	40.32	
1428616800	38.25	
1428620400	35.83	
1428624000	33.86	
1428627600	32.48	
1428631200	31.31	
1428634800	30.28	
1428638400	29.50	
1428642000	28.40	
1428645600	27.49	
1428649200	26.80	
1428652800	26.24	
1428656400	25.65	
1428660000	25.03	
1428663600	24.50	
1428667200	25.42	
1428670800	27.95	
1428674400	30.46	
1428678000	33.43	
1428681600	35.95	
1428685200	38.63	
1428688800	40.10	
1428793200	34.05	
1428796800	33.20	
1428800400	31.88	
1428804000	30.83	
1428807600	30.63	
1428811200	30.58	
1428814800	30.51	
1428818400	30.60	
1428822000	30.47	
1428825600	30.26	
1428829200	29.91	
1428832800	29.51	
1428836400	28.79	
1428840000	29.73	
1428843600	32.64	
1428847200	36.29	
1428850800	39.97	
1428854400	42.37	
1428858000	43.82	
1428861600	44.97	
1428865200	45.38	
1428868800	44.73	
1428872400	42.87	
1428876000	40.16	
1428879600	37.58	
1428883200	35.78	
1428886800	34.37	
1428890400	33.23	
1428894000	32.28	
1428897600	31.01	
1428901200	29.83	
1428904800	28.56	
1428908400	27.65	
1428926400	26.41	
1428930000	29.55	
1428933600	34.54	
1428937200	39.57	
1428940800	43.31	
1428944400	45.15	
1428948000	45.90	
1428951600	45.68	
1428955200	44.45	
1428958800	42.63	
1428962400	40.01	
1428966000	37.36	
1428969600	35.03	
1428973200	33.16	
1428976800	31.84	
1428980400	30.43	
1428984000	29.40	
1428987600	28.53	
1428991200	27.99	
1428994800	27.77	
1428998400	27.87	
1429002000	27.99	
1429005600	28.16	
1429009200	28.27	
1429012800	29.02	
1429016400	30.77	
1429020000	33.02	
1429023600	35.68	
1429027200	38.06	
1429030800	39.62	
1429034400	40.52	
1429038000	40.76	
1429041600	39.82	
1429045200	37.66	
1429048800	35.45	
1429052400	33.19	
1429056000	31.22	
1429059600	29.48	
1429063200	28.17	
1429066800	27.98	
1429070400	28.22	
1429074000	28.41	
1429077600	28.53	
1429081200	28.67	
1429084800	28.57	
1429088400	28.49	
1429092000	27.80	
1429095600	27.22	
1429099200	27.64	
1429102800	28.97	
1429106400	31.07	
1429110000	32.20	
1429113600	33.12	
1429117200	34.15	
1429120800	35.04	
1429124400	35.76	
1429128000	35.66	
1429131600	33.90	
1429135200	31.86	
1429138800	29.93	
1429142400	28.98	
1429146000	28.61	
1429149600	28.35	
1429153200	28.16	
1429156800	28.07	
1429160400	27.65	
1429164000	27.10	
1429167600	26.69	
1429171200	25.47	
1429174800	25.01	
1429178400	25.05	
1429182000	25.09	
1429185600	26.17	
1429189200	28.49	
1429192800	31.15	
1429196400	33.58	
1429200000	35.71	
1429203600	37.58	
1429207200	38.78	
1429210800	38.00	
1429214400	36.16	
1429218000	34.56	
1429221600	32.20	
1429225200	29.43	
1429228800	27.13	
1429232400	25.32	
1429236000	23.91	
1429239600	22.85	
1429243200	22.09	
1429246800	21.55	
1429250400	21.04	
1429254000	20.31	
1429257600	19.63	
1429261200	19.13	
1429264800	18.74	
1429268400	18.70	
1429272000	19.43	
1429275600	21.08	
1429279200	24.49	
1429282800	29.12	
1429286400	33.85	
1429290000	36.74	
1429311600	30.88	
1429315200	29.59	
1429318800	27.23	
1429322400	25.03	
1429326000	23.31	
1429329600	22.10	
1429333200	21.51	
1429336800	21.29	
1429340400	21.18	
1429344000	21.10	
1429347600	20.99	
1429351200	20.88	
1429354800	20.57	
1429358400	21.03	
1429362000	22.79	
1429365600	25.40	
1429369200	29.41	
1429372800	33.39	
1429376400	37.09	
1429380000	39.58	
1429383600	40.50	
1429387200	40.12	
1429390800	38.96	
1429394400	37.19	
1429398000	35.59	
1429401600	34.30	
1429405200	33.09	
1429408800	31.94	
1429412400	31.19	
1429416000	29.89	
1429419600	29.06	
1429423200	29.06	
1429426800	28.70	
1429430400	27.99	
1429434000	27.26	
1429437600	26.69	
1429441200	26.56	
1429444800	27.62	
1429448400	30.09	
1429452000	31.38	
1429455600	32.66	
1429459200	34.15	
1429462800	34.72	
1429466400	34.14	
1429470000	33.40	
1429473600	32.53	
1429477200	31.80	
1429480800	31.00	
1429484400	29.73	
1429488000	28.29	
1429491600	27.28	
1429495200	26.43	
1429498800	25.49	
1429502400	24.41	
1429506000	23.47	
1429509600	22.64	
1429513200	22.29	
1429516800	22.17	
1429520400	21.75	
1429524000	21.39	
1429527600	21.20	
1429531200	22.36	
1429534800	24.72	
1429538400	27.04	
1429542000	29.47	
1429545600	31.63	
1429549200	32.76	
1429552800	33.52	
1429556400	34.42	
1429560000	33.88	
1429563600	32.15	
1429567200	29.79	
1429570800	27.66	
1429574400	25.89	
1429578000	24.52	
1429581600	23.30	
1429585200	21.98	
1429588800	20.69	
1429592400	19.96	
1429596000	19.27	
1429599600	18.71	
1429603200	18.11	
1429606800	17.50	
1429610400	17.00	
1429614000	16.76	
1429617600	18.78	
1429621200	22.89	
1429624800	27.77	
1429628400	32.67	
1429632000	36.55	
1429635600	39.28	
1429639200	40.05	
1429642800	39.11	
1429646400	37.93	
1429650000	36.08	
1429653600	33.08	
1429657200	30.05	
1429660800	28.38	
1429664400	27.16	
1429668000	26.29	
1429671600	24.91	
1429675200	23.30	
1429678800	21.80	
1429682400	20.45	
1429686000	19.43	
1429689600	18.59	
1429693200	17.88	
1429696800	17.29	
1429700400	17.18	
1429704000	19.37	
1429707600	23.80	
1429711200	29.06	
1429714800	34.03	
1429718400	37.68	
1429722000	39.56	
1429725600	40.05	
1429729200	39.62	
1429732800	38.60	
1429736400	36.74	
1429740000	34.22	
1429743600	31.68	
1429747200	29.60	
1429750800	27.66	
1429754400	25.48	
1429758000	23.70	
1429761600	22.45	
1429765200	21.45	
1429768800	20.65	
1429772400	19.85	
1429776000	19.09	
1429779600	18.59	
1429783200	18.06	
1429786800	18.06	
1429790400	20.03	
1429794000	23.96	
1429797600	28.91	
1429801200	33.78	
1429804800	37.27	
1429808400	39.74	
1429812000	40.90	
1429815600	40.73	
1429819200	39.48	
1429822800	37.31	
1429826400	33.99	
1429830000	31.08	
1429833600	29.10	
1429837200	27.61	
1429840800	25.64	
1429844400	23.89	
1429848000	22.45	
1429851600	21.23	
1429855200	20.32	
1429858800	19.67	
1429862400	19.02	
1429866000	18.59	
1429869600	18.27	
1429873200	18.32	
1429876800	19.75	
1429880400	23.08	
1429884000	27.58	
1429887600	32.25	
1429891200	36.75	
1429894800	39.58	
1429898400	40.70	
1429902000	40.97	
1429905600	40.02	
1429909200	37.92	
1429912800	35.42	
1429916400	33.02	
1429920000	31.18	
1429923600	29.52	
1429927200	28.08	
1429930800	26.46	
1429934400	24.98	
1429938000	23.73	
1429941600	22.86	
1429945200	21.84	
1429948800	20.89	
1429952400	20.05	
1429956000	19.27	
1429959600	18.78	
1429963200	20.58	
1429966800	24.86	
1429970400	30.22	
1429974000	34.94	
1429977600	38.12	
1429981200	40.67	
1429984800	41.85	
1429988400	41.83	
1429992000	40.65	
1429995600	38.50	
1429999200	35.29	
1430002800	32.00	
1430006400	30.00	
1430010000	28.52	
1430013600	26.82	
1430017200	25.00	
1430020800	23.54	
1430024400	22.37	
1430028000	21.60	
1430031600	21.00	
1430035200	20.41	
1430038800	19.96	
1430042400	19.54	
1430046000	19.39	
1430049600	21.06	
1430053200	25.05	
1430056800	30.26	
1430060400	35.22	
1430064000	39.19	
1430067600	41.49	
1430071200	42.29	
1430074800	42.03	
1430078400	40.63	
1430082000	38.42	
1430085600	35.89	
1430089200	33.62	
1430092800	31.77	
1430096400	30.06	
1430100000	29.01	
1430103600	28.64	
1430107200	28.22	
1430110800	27.58	
1430114400	27.27	
1430118000	27.25	
1430121600	27.29	
1430125200	27.22	
1430128800	27.21	
1430132400	27.15	
1430136000	27.51	
1430139600	28.78	
1430143200	31.44	
1430146800	34.26	
1430150400	37.02	
1430154000	38.76	
1430157600	38.57	
1430161200	37.80	
