x-axis,1,2
second,Volt,Volt
-16.00E-03,-611.13E-03,+10.26484E+00
-15.00E-03,-608.20E-03,+10.31172E+00
-14.00E-03,-612.11E-03,+10.31563E+00
-13.00E-03,-606.25E-03,+10.31563E+00
-12.00E-03,-612.11E-03,+10.31563E+00
-11.00E-03,-606.25E-03,+10.31953E+00
-10.00E-03,-613.09E-03,+10.37031E+00
-9.00E-03,-606.25E-03,+10.37031E+00
-8.00E-03,-614.06E-03,+10.37031E+00
-7.00E-03,-607.23E-03,+10.37031E+00
-6.00E-03,-616.02E-03,+10.37031E+00
-5.00E-03,-607.23E-03,+10.37813E+00
-4.00E-03,-615.04E-03,+10.38203E+00
-3.00E-03,-606.25E-03,+10.37813E+00
-2.00E-03,-613.09E-03,+10.37813E+00
-1.00E-03,-605.27E-03,+10.34297E+00
+0.0E+00,-613.09E-03,-121.87E-03
+1.00E-03,-605.27E-03,-121.87E-03
+2.00E-03,-613.09E-03,-121.87E-03
+3.00E-03,-605.27E-03,-121.87E-03
+4.00E-03,-613.09E-03,-121.87E-03
+5.00E-03,-606.25E-03,-121.87E-03
+6.00E-03,-612.11E-03,-121.87E-03
+7.00E-03,-606.25E-03,-121.87E-03
+8.00E-03,-612.11E-03,-121.87E-03
+9.00E-03,-607.23E-03,-121.87E-03
+10.00E-03,-611.13E-03,-121.87E-03
+11.00E-03,-607.23E-03,-121.87E-03
+12.00E-03,-611.13E-03,-121.87E-03
+13.00E-03,-607.23E-03,-121.87E-03
+14.00E-03,-610.16E-03,-110.16E-03
+15.00E-03,-609.18E-03,-71.09E-03
+16.00E-03,-610.16E-03,-71.09E-03
+17.00E-03,-610.16E-03,-67.19E-03
+18.00E-03,-611.13E-03,-67.19E-03
+19.00E-03,-612.11E-03,-51.56E-03
+20.00E-03,-611.13E-03,-20.31E-03
+21.00E-03,-612.11E-03,-16.41E-03
+22.00E-03,-607.23E-03,-16.41E-03
+23.00E-03,-611.13E-03,-16.41E-03
+24.00E-03,-607.23E-03,+7.03E-03
+25.00E-03,-612.11E-03,+38.28E-03
+26.00E-03,-606.25E-03,+38.28E-03
+27.00E-03,-613.09E-03,+38.28E-03
+28.00E-03,-606.25E-03,+38.28E-03
+29.00E-03,-614.06E-03,+65.63E-03
+30.00E-03,-605.27E-03,+89.06E-03
+31.00E-03,-614.06E-03,+89.06E-03
+32.00E-03,-605.27E-03,+92.97E-03
+33.00E-03,-614.06E-03,+89.06E-03
+34.00E-03,-605.27E-03,+124.22E-03
+35.00E-03,-614.06E-03,+147.66E-03
